Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
2.63000,11.6,2.24,-2.29,12.1
2.63000,11.3,2.72,-2.04,11.8
2.63000,11,3.22,-1.83,11.6
2.63000,10.6,3.75,-1.65,11.3
2.64000,10.2,4.27,-1.5,11.1
2.64000,9.76,4.79,-1.4,11
2.64000,9.33,5.31,-1.32,10.8
2.64000,8.89,5.81,-1.3,10.7
2.65000,8.44,6.29,-1.3,10.6
2.65000,7.98,6.74,-1.35,10.5
2.65000,7.52,7.14,-1.43,10.5
2.65000,7.05,7.49,-1.54,10.4
2.65000,6.6,7.79,-1.67,10.3
2.66000,6.15,8.02,-1.81,10.3
2.66000,5.71,8.21,-1.97,10.2
2.66000,5.28,8.35,-2.14,10.1
2.66000,4.88,8.43,-2.31,10
2.66000,4.5,8.47,-2.48,9.91
2.67000,4.15,8.47,-2.65,9.8
2.67000,3.84,8.43,-2.81,9.68
2.67000,3.56,8.38,-2.96,9.58
2.67000,3.33,8.31,-3.1,9.47
2.68000,3.15,8.23,-3.23,9.38
2.68000,3,8.14,-3.33,9.3
2.68000,2.9,8.05,-3.42,9.22
2.68000,2.85,7.96,-3.49,9.15
2.68000,2.84,7.86,-3.54,9.08
2.69000,2.87,7.77,-3.56,9.02
2.69000,2.94,7.68,-3.58,8.96
2.69000,3.04,7.59,-3.57,8.92
2.69000,3.19,7.52,-3.55,8.91
2.69000,3.36,7.45,-3.53,8.9
2.70000,3.56,7.39,-3.49,8.92
2.70000,3.8,7.32,-3.46,8.94
2.70000,4.05,7.26,-3.41,8.98
2.70000,4.32,7.19,-3.36,9.04
2.71000,4.61,7.14,-3.31,9.12
2.71000,4.91,7.08,-3.25,9.21
2.71000,5.22,7.04,-3.18,9.32
2.71000,5.54,7,-3.12,9.46
2.71000,5.86,6.97,-3.06,9.6
2.72000,6.19,6.94,-3,9.78
2.72000,6.52,6.93,-2.96,9.96
2.72000,6.84,6.93,-2.93,10.2
2.72000,7.15,6.94,-2.92,10.4
2.72000,7.44,6.97,-2.92,10.6
2.73000,7.71,7.02,-2.94,10.8
2.73000,7.95,7.09,-2.96,11.1
2.73000,8.16,7.18,-2.99,11.3
2.73000,8.31,7.29,-3.02,11.5
2.73000,8.42,7.42,-3.05,11.6
2.74000,8.48,7.57,-3.08,11.8
2.74000,8.48,7.72,-3.12,11.9
2.74000,8.43,7.88,-3.17,12
2.74000,8.33,8.04,-3.23,12
2.75000,8.17,8.18,-3.32,12
2.75000,7.98,8.32,-3.42,12
2.75000,7.75,8.46,-3.56,12
2.75000,7.49,8.6,-3.72,12
2.75000,7.2,8.74,-3.91,12
2.76000,6.89,8.87,-4.12,12
2.76000,6.55,8.98,-4.36,11.9
2.76000,6.2,9.06,-4.64,11.9
2.76000,5.82,9.13,-4.93,11.9
2.76000,5.44,9.18,-5.24,11.9
2.77000,5.03,9.22,-5.56,11.9
2.77000,4.61,9.26,-5.89,11.9
2.77000,4.18,9.3,-6.22,11.9
2.77000,3.74,9.35,-6.56,12
2.78000,3.3,9.41,-6.9,12.1
2.78000,2.84,9.48,-7.24,12.3
2.78000,2.39,9.56,-7.57,12.4
2.78000,1.93,9.63,-7.89,12.6
2.78000,1.48,9.7,-8.2,12.8
2.79000,1.03,9.76,-8.51,13
2.79000,0.587,9.82,-8.8,13.2
2.79000,0.155,9.87,-9.09,13.4
2.79000,-0.267,9.92,-9.36,13.6
2.79000,-0.68,9.96,-9.63,13.9
2.80000,-1.08,9.99,-9.88,14.1
2.80000,-1.47,10,-10.1,14.3
2.80000,-1.85,10,-10.4,14.5
2.80000,-2.21,10,-10.6,14.8
2.80000,-2.55,10,-10.8,15
2.81000,-2.87,10,-11,15.2
2.81000,-3.17,9.98,-11.3,15.4
2.81000,-3.45,9.94,-11.5,15.6
2.81000,-3.69,9.89,-11.7,15.8
2.82000,-3.92,9.83,-11.9,15.9
2.82000,-4.12,9.75,-12.1,16.1
2.82000,-4.29,9.66,-12.3,16.2
2.82000,-4.44,9.56,-12.5,16.3
2.82000,-4.57,9.45,-12.7,16.4
2.83000,-4.68,9.32,-12.8,16.5
2.83000,-4.77,9.18,-13,16.6
2.83000,-4.84,9.04,-13.1,16.6
2.83000,-4.9,8.89,-13.2,16.7
2.83000,-4.94,8.74,-13.3,16.7
2.84000,-4.97,8.58,-13.4,16.6
2.84000,-4.99,8.42,-13.4,16.6
2.84000,-4.99,8.25,-13.5,16.6
2.84000,-4.99,8.09,-13.5,16.5
2.85000,-4.98,7.92,-13.5,16.4
2.85000,-4.97,7.75,-13.5,16.4
2.85000,-4.94,7.59,-13.5,16.3
2.85000,-4.92,7.42,-13.5,16.2
2.85000,-4.88,7.26,-13.4,16
2.86000,-4.85,7.1,-13.4,15.9
2.86000,-4.81,6.93,-13.3,15.8
2.86000,-4.77,6.75,-13.3,15.7
2.86000,-4.73,6.58,-13.2,15.5
2.86000,-4.7,6.39,-13.2,15.4
2.87000,-4.66,6.2,-13.1,15.3
2.87000,-4.63,6.01,-13.1,15.1
2.87000,-4.6,5.82,-13,15
2.87000,-4.58,5.63,-13,14.9
2.87000,-4.58,5.45,-12.9,14.7
2.88000,-4.58,5.27,-12.8,14.6
2.88000,-4.59,5.09,-12.7,14.5
2.88000,-4.6,4.92,-12.7,14.4
2.88000,-4.62,4.75,-12.6,14.2
2.89000,-4.65,4.58,-12.5,14.1
2.89000,-4.68,4.41,-12.5,14
2.89000,-4.72,4.25,-12.4,13.9
2.89000,-4.75,4.09,-12.3,13.8
2.89000,-4.79,3.93,-12.3,13.7
2.90000,-4.83,3.76,-12.2,13.7
2.90000,-4.87,3.59,-12.2,13.6
2.90000,-4.91,3.42,-12.1,13.5
2.90000,-4.96,3.23,-12,13.4
2.90000,-5,3.03,-11.9,13.3
2.91000,-5.04,2.82,-11.9,13.2
2.91000,-5.09,2.61,-11.8,13.1
2.91000,-5.13,2.38,-11.7,13
2.91000,-5.18,2.14,-11.6,12.9
2.92000,-5.23,1.9,-11.5,12.8
2.92000,-5.28,1.65,-11.4,12.7
2.92000,-5.34,1.38,-11.4,12.6
2.92000,-5.39,1.11,-11.3,12.5
2.92000,-5.45,0.837,-11.2,12.5
2.93000,-5.51,0.555,-11.1,12.4
2.93000,-5.58,0.26,-11,12.4
2.93000,-5.64,-0.0385,-10.9,12.3
2.93000,-5.72,-0.341,-10.9,12.3
2.93000,-5.8,-0.647,-10.8,12.3
2.94000,-5.88,-0.951,-10.8,12.3
2.94000,-5.97,-1.26,-10.8,12.4
2.94000,-6.06,-1.58,-10.8,12.5
2.94000,-6.16,-1.9,-10.8,12.5
2.94000,-6.27,-2.22,-10.8,12.7
2.95000,-6.38,-2.56,-10.8,12.8
2.95000,-6.5,-2.89,-10.8,13
2.95000,-6.63,-3.23,-10.9,13.1
2.95000,-6.77,-3.56,-10.9,13.3
2.96000,-6.91,-3.87,-11,13.5
2.96000,-7.07,-4.17,-11.1,13.8
2.96000,-7.23,-4.44,-11.1,14
2.96000,-7.4,-4.68,-11.2,14.2
2.96000,-7.58,-4.9,-11.3,14.5
2.97000,-7.77,-5.1,-11.4,14.7
2.97000,-7.97,-5.27,-11.5,14.9
2.97000,-8.19,-5.42,-11.6,15.2
2.97000,-8.41,-5.54,-11.6,15.4
2.97000,-8.66,-5.64,-11.7,15.6
2.98000,-8.91,-5.73,-11.7,15.8
2.98000,-9.17,-5.81,-11.7,16
2.98000,-9.44,-5.86,-11.7,16.2
2.98000,-9.72,-5.9,-11.7,16.3
2.99000,-10,-5.91,-11.7,16.5
2.99000,-10.3,-5.91,-11.6,16.6
2.99000,-10.6,-5.88,-11.5,16.7
2.99000,-10.9,-5.83,-11.4,16.8
2.99000,-11.1,-5.77,-11.3,16.8
3.00000,-11.4,-5.69,-11.1,16.9
3.00000,-11.6,-5.58,-10.9,16.9
3.00000,-11.8,-5.47,-10.7,16.9
3.00000,-12,-5.34,-10.5,16.8
3.00000,-12.2,-5.21,-10.3,16.8
3.01000,-12.3,-5.07,-10.1,16.7
3.01000,-12.5,-4.94,-9.89,16.7
3.01000,-12.6,-4.82,-9.64,16.6
3.01000,-12.7,-4.7,-9.4,16.5
3.01000,-12.7,-4.59,-9.15,16.3
3.02000,-12.8,-4.49,-8.88,16.2
3.02000,-12.8,-4.42,-8.62,16
3.02000,-12.8,-4.36,-8.36,15.9
3.02000,-12.8,-4.33,-8.09,15.7
3.03000,-12.7,-4.33,-7.82,15.6
3.03000,-12.7,-4.36,-7.56,15.4
3.03000,-12.6,-4.42,-7.3,15.2
3.03000,-12.5,-4.51,-7.04,15.1
3.03000,-12.4,-4.62,-6.8,14.9
3.04000,-12.3,-4.74,-6.56,14.7
3.04000,-12.2,-4.86,-6.34,14.5
3.04000,-12,-4.99,-6.13,14.4
3.04000,-11.8,-5.12,-5.94,14.2
3.04000,-11.6,-5.25,-5.77,14
3.05000,-11.4,-5.37,-5.62,13.8
3.05000,-11.2,-5.49,-5.5,13.6
3.05000,-10.9,-5.6,-5.4,13.4
3.05000,-10.7,-5.71,-5.34,13.2
3.06000,-10.4,-5.82,-5.31,13
3.06000,-10.1,-5.92,-5.3,12.9
3.06000,-9.83,-6,-5.32,12.7
3.06000,-9.53,-6.07,-5.38,12.5
3.06000,-9.21,-6.11,-5.45,12.3
3.07000,-8.87,-6.14,-5.56,12.1
3.07000,-8.52,-6.14,-5.69,11.9
3.07000,-8.14,-6.12,-5.84,11.7
3.07000,-7.74,-6.07,-6,11.5
3.07000,-7.32,-5.98,-6.19,11.3
3.08000,-6.88,-5.87,-6.38,11.1
3.08000,-6.41,-5.73,-6.58,10.8
3.08000,-5.92,-5.57,-6.78,10.6
3.08000,-5.4,-5.39,-6.98,10.3
3.08000,-4.85,-5.2,-7.17,10.1
3.09000,-4.28,-4.98,-7.35,9.86
3.09000,-3.68,-4.73,-7.51,9.61
3.09000,-3.07,-4.48,-7.66,9.39
3.09000,-2.44,-4.22,-7.79,9.19
3.10000,-1.81,-3.96,-7.9,9.02
3.10000,-1.17,-3.7,-7.99,8.88
3.10000,-0.516,-3.46,-8.06,8.79
3.10000,0.142,-3.23,-8.13,8.75
3.10000,0.805,-3.03,-8.2,8.78
3.11000,1.48,-2.84,-8.27,8.87
3.11000,2.15,-2.67,-8.35,9.03
3.11000,2.81,-2.52,-8.43,9.24
3.11000,3.47,-2.41,-8.52,9.51
3.11000,4.1,-2.33,-8.6,9.81
3.12000,4.72,-2.29,-8.69,10.2
3.12000,5.3,-2.3,-8.78,10.5
3.12000,5.86,-2.34,-8.88,10.9
3.12000,6.38,-2.42,-8.98,11.3
3.13000,6.88,-2.53,-9.09,11.7
3.13000,7.34,-2.66,-9.2,12.1
3.13000,7.77,-2.82,-9.31,12.5
3.13000,8.18,-3,-9.43,12.8
3.13000,8.55,-3.19,-9.54,13.2
3.14000,8.9,-3.39,-9.65,13.6
3.14000,9.23,-3.61,-9.76,13.9
3.14000,9.53,-3.83,-9.86,14.2
3.14000,9.82,-4.06,-9.97,14.6
3.14000,10.1,-4.28,-10.1,14.9
3.15000,10.3,-4.51,-10.2,15.2
3.15000,10.6,-4.73,-10.2,15.5
3.15000,10.8,-4.93,-10.3,15.7
3.15000,11,-5.12,-10.4,16
3.16000,11.2,-5.3,-10.5,16.2
3.16000,11.4,-5.46,-10.6,16.5
3.16000,11.6,-5.6,-10.6,16.7
3.16000,11.8,-5.72,-10.7,16.9
3.16000,12,-5.81,-10.8,17.1
3.17000,12.2,-5.89,-10.8,17.3
3.17000,12.3,-5.94,-10.9,17.5
3.17000,12.5,-5.99,-11,17.7
3.17000,12.7,-6.01,-11,17.8
3.17000,12.8,-6.01,-11.1,18
3.18000,13,-6,-11.2,18.2
3.18000,13.2,-5.96,-11.2,18.3
3.18000,13.4,-5.91,-11.2,18.4
3.18000,13.5,-5.85,-11.2,18.5
3.18000,13.7,-5.77,-11.3,18.6
3.19000,13.9,-5.69,-11.3,18.7
3.19000,14,-5.61,-11.3,18.9
3.19000,14.2,-5.54,-11.3,19
3.19000,14.4,-5.48,-11.3,19.1
3.20000,14.6,-5.44,-11.3,19.2
3.20000,14.7,-5.42,-11.3,19.4
3.20000,14.9,-5.42,-11.4,19.5
3.20000,15.1,-5.43,-11.4,19.7
3.20000,15.3,-5.44,-11.4,19.9
3.21000,15.5,-5.46,-11.5,20
3.21000,15.7,-5.48,-11.5,20.2
3.21000,15.9,-5.51,-11.6,20.4
3.21000,16.1,-5.53,-11.6,20.6
3.21000,16.3,-5.56,-11.6,20.7
3.22000,16.5,-5.58,-11.6,20.9
3.22000,16.7,-5.6,-11.6,21.1
3.22000,16.9,-5.61,-11.5,21.2
3.22000,17.1,-5.62,-11.5,21.3
3.23000,17.3,-5.63,-11.4,21.5
3.23000,17.5,-5.64,-11.3,21.6
3.23000,17.7,-5.65,-11.2,21.7
3.23000,17.9,-5.67,-11.1,21.8
3.23000,18.1,-5.69,-11,21.9
3.24000,18.3,-5.71,-10.9,22
3.24000,18.4,-5.73,-10.7,22.1
3.24000,18.6,-5.73,-10.6,22.2
3.24000,18.8,-5.72,-10.4,22.3
3.24000,19,-5.69,-10.2,22.3
3.25000,19.2,-5.65,-9.99,22.4
3.25000,19.4,-5.61,-9.78,22.4
3.25000,19.6,-5.58,-9.56,22.5
3.25000,19.8,-5.55,-9.33,22.5
3.25000,19.9,-5.53,-9.09,22.6
3.26000,20.1,-5.51,-8.85,22.6
3.26000,20.2,-5.5,-8.61,22.6
3.26000,20.3,-5.48,-8.35,22.6
3.26000,20.4,-5.45,-8.09,22.6
3.27000,20.4,-5.4,-7.82,22.5
3.27000,20.5,-5.33,-7.55,22.5
3.27000,20.5,-5.23,-7.26,22.4
3.27000,20.5,-5.11,-6.97,22.3
3.27000,20.5,-4.95,-6.67,22.1
3.28000,20.4,-4.76,-6.36,21.9
3.28000,20.4,-4.53,-6.05,21.7
3.28000,20.3,-4.27,-5.74,21.5
3.28000,20.1,-3.96,-5.42,21.2
3.28000,20,-3.61,-5.1,20.9
3.29000,19.8,-3.21,-4.77,20.6
3.29000,19.6,-2.77,-4.45,20.3
3.29000,19.4,-2.29,-4.12,19.9
3.29000,19.1,-1.77,-3.8,19.5
3.30000,18.8,-1.23,-3.48,19.1
3.30000,18.4,-0.655,-3.15,18.7
3.30000,18.1,-0.0666,-2.85,18.3
3.30000,17.6,0.532,-2.55,17.8
3.30000,17.2,1.12,-2.28,17.4
3.31000,16.7,1.71,-2.03,16.9
3.31000,16.2,2.3,-1.82,16.5
3.31000,15.7,2.91,-1.63,16.1
3.31000,15.2,3.52,-1.47,15.7
3.31000,14.7,4.13,-1.35,15.3
3.32000,14.1,4.74,-1.25,14.9
3.32000,13.5,5.34,-1.18,14.6
3.32000,13,5.93,-1.15,14.3
3.32000,12.4,6.5,-1.14,14.1
3.32000,11.9,7.01,-1.17,13.8
3.33000,11.3,7.48,-1.22,13.6
3.33000,10.8,7.9,-1.3,13.4
3.33000,10.3,8.27,-1.4,13.3
3.33000,9.79,8.6,-1.53,13.1
3.34000,9.33,8.89,-1.67,13
3.34000,8.89,9.13,-1.83,12.9
3.34000,8.48,9.33,-2.01,12.8
3.34000,8.1,9.52,-2.19,12.7
3.34000,7.76,9.67,-2.38,12.6
3.35000,7.45,9.79,-2.58,12.6
3.35000,7.17,9.86,-2.78,12.5
3.35000,6.94,9.91,-3,12.5
3.35000,6.74,9.92,-3.22,12.4
3.35000,6.59,9.92,-3.44,12.4
3.36000,6.47,9.9,-3.67,12.4
3.36000,6.4,9.88,-3.9,12.4
3.36000,6.37,9.86,-4.14,12.4
3.36000,6.38,9.84,-4.37,12.5
3.37000,6.44,9.81,-4.6,12.6
3.37000,6.53,9.78,-4.82,12.7
3.37000,6.67,9.76,-5.04,12.9
3.37000,6.85,9.74,-5.25,13
3.37000,7.06,9.72,-5.44,13.2
3.38000,7.29,9.71,-5.6,13.4
3.38000,7.53,9.71,-5.73,13.6
3.38000,7.78,9.71,-5.82,13.7
3.38000,8.03,9.75,-5.87,13.9
3.38000,8.26,9.8,-5.88,14.1
3.39000,8.47,9.88,-5.86,14.3
3.39000,8.64,9.97,-5.8,14.4
3.39000,8.78,10.1,-5.7,14.5
3.39000,8.89,10.1,-5.6,14.6
3.39000,8.95,10.2,-5.5,14.6
3.40000,8.98,10.2,-5.4,14.6
3.40000,8.98,10.3,-5.31,14.7
3.40000,8.94,10.3,-5.24,14.6
3.40000,8.87,10.4,-5.18,14.6
3.41000,8.76,10.5,-5.14,14.6
3.41000,8.61,10.6,-5.12,14.6
3.41000,8.43,10.6,-5.11,14.5
3.41000,8.21,10.7,-5.13,14.5
3.41000,7.96,10.8,-5.16,14.4
3.42000,7.67,11,-5.21,14.3
3.42000,7.34,11,-5.26,14.3
3.42000,6.98,11.1,-5.34,14.2
3.42000,6.58,11.2,-5.42,14.1
3.42000,6.16,11.3,-5.5,14
3.43000,5.71,11.4,-5.6,14
3.43000,5.24,11.6,-5.71,13.9
3.43000,4.76,11.7,-5.84,13.9
3.43000,4.3,11.9,-5.98,14
3.44000,3.83,12,-6.14,14
3.44000,3.37,12.1,-6.32,14.1
3.44000,2.91,12.2,-6.52,14.2
3.44000,2.46,12.3,-6.74,14.3
3.44000,2.02,12.4,-6.96,14.3
3.45000,1.58,12.4,-7.2,14.4
3.45000,1.14,12.4,-7.45,14.5
3.45000,0.715,12.4,-7.7,14.6
3.45000,0.299,12.3,-7.96,14.6
3.45000,-0.109,12.2,-8.23,14.7
3.46000,-0.5,12,-8.5,14.7
3.46000,-0.879,11.8,-8.78,14.7
3.46000,-1.24,11.6,-9.08,14.8
3.46000,-1.58,11.3,-9.37,14.8
3.46000,-1.91,11,-9.68,14.8
3.47000,-2.21,10.8,-9.99,14.8
3.47000,-2.48,10.5,-10.3,14.9
3.47000,-2.72,10.2,-10.6,15
3.47000,-2.94,9.95,-10.9,15
3.48000,-3.12,9.7,-11.2,15.1
3.48000,-3.27,9.46,-11.5,15.2
3.48000,-3.39,9.22,-11.8,15.3
3.48000,-3.47,8.98,-12,15.4
3.48000,-3.53,8.75,-12.3,15.5
3.49000,-3.56,8.51,-12.5,15.5
3.49000,-3.57,8.27,-12.7,15.6
3.49000,-3.56,8.03,-13,15.7
3.49000,-3.53,7.79,-13.2,15.7
3.49000,-3.48,7.55,-13.3,15.7
3.50000,-3.43,7.31,-13.5,15.7
3.50000,-3.36,7.09,-13.7,15.8
3.50000,-3.29,6.86,-13.8,15.8
3.50000,-3.22,6.65,-14,15.8
3.51000,-3.14,6.45,-14.1,15.8
3.51000,-3.05,6.27,-14.2,15.8
3.51000,-2.96,6.09,-14.3,15.8
3.51000,-2.87,5.94,-14.4,15.8
3.51000,-2.78,5.8,-14.5,15.8
3.52000,-2.69,5.67,-14.6,15.9
3.52000,-2.6,5.55,-14.7,15.9
3.52000,-2.51,5.43,-14.7,15.9
3.52000,-2.42,5.31,-14.8,15.9
3.52000,-2.34,5.2,-14.9,16
3.53000,-2.27,5.08,-15,16
3.53000,-2.21,4.97,-15,16
3.53000,-2.15,4.86,-15.1,16
3.53000,-2.1,4.75,-15.2,16
3.53000,-2.06,4.64,-15.2,16.1
3.54000,-2.03,4.53,-15.3,16.1
3.54000,-2,4.42,-15.4,16.1
3.54000,-1.99,4.31,-15.4,16.1
3.54000,-1.98,4.2,-15.5,16.2
3.55000,-1.99,4.08,-15.5,16.2
3.55000,-2.01,3.97,-15.6,16.2
3.55000,-2.04,3.85,-15.6,16.2
3.55000,-2.07,3.72,-15.6,16.2
3.55000,-2.13,3.6,-15.7,16.2
3.56000,-2.19,3.47,-15.7,16.2
3.56000,-2.27,3.34,-15.7,16.2
3.56000,-2.36,3.22,-15.7,16.2
3.56000,-2.47,3.11,-15.7,16.2
3.56000,-2.59,3.02,-15.6,16.1
3.57000,-2.73,2.95,-15.6,16.1
3.57000,-2.88,2.9,-15.5,16
3.57000,-3.04,2.87,-15.4,15.9
3.57000,-3.21,2.85,-15.3,15.9
3.58000,-3.39,2.85,-15.1,15.8
3.58000,-3.57,2.86,-15,15.7
3.58000,-3.76,2.88,-14.8,15.5
3.58000,-3.94,2.92,-14.6,15.4
3.58000,-4.12,2.96,-14.4,15.3
3.59000,-4.29,3.01,-14.2,15.1
3.59000,-4.46,3.06,-14,15
3.59000,-4.62,3.09,-13.7,14.8
3.59000,-4.77,3.11,-13.5,14.6
3.59000,-4.92,3.11,-13.2,14.5
3.60000,-5.04,3.09,-13,14.3
3.60000,-5.16,3.04,-12.7,14.1
3.60000,-5.27,2.96,-12.5,13.8
3.60000,-5.37,2.85,-12.2,13.6
3.60000,-5.45,2.71,-11.9,13.4
3.61000,-5.51,2.53,-11.6,13.1
3.61000,-5.56,2.31,-11.4,12.9
3.61000,-5.6,2.06,-11.1,12.6
3.61000,-5.62,1.77,-10.9,12.4
3.62000,-5.62,1.44,-10.6,12.1
3.62000,-5.61,1.09,-10.4,11.9
3.62000,-5.59,0.695,-10.2,11.7
3.62000,-5.56,0.273,-10.1,11.5
3.62000,-5.52,-0.162,-9.91,11.3
3.63000,-5.48,-0.619,-9.78,11.2
3.63000,-5.43,-1.09,-9.68,11.2
3.63000,-5.38,-1.56,-9.62,11.1
3.63000,-5.33,-2.01,-9.59,11.2
3.63000,-5.29,-2.45,-9.61,11.2
3.64000,-5.25,-2.86,-9.66,11.4
3.64000,-5.21,-3.25,-9.75,11.5
3.64000,-5.19,-3.6,-9.89,11.7
3.64000,-5.18,-3.93,-10.1,12
3.65000,-5.18,-4.23,-10.3,12.3
3.65000,-5.2,-4.51,-10.5,12.6
3.65000,-5.25,-4.76,-10.8,12.9
3.65000,-5.31,-4.98,-11.1,13.3
3.65000,-5.4,-5.18,-11.5,13.7
3.66000,-5.52,-5.35,-11.8,14.1
3.66000,-5.66,-5.5,-12.1,14.5
3.66000,-5.82,-5.64,-12.4,14.8
3.66000,-6.01,-5.76,-12.8,15.2
3.66000,-6.21,-5.87,-13,15.6
3.67000,-6.44,-5.97,-13.3,15.9
3.67000,-6.68,-6.08,-13.5,16.3
3.67000,-6.94,-6.2,-13.7,16.6
3.67000,-7.21,-6.32,-13.9,16.9
3.68000,-7.49,-6.43,-14,17.1
3.68000,-7.77,-6.52,-14,17.3
3.68000,-8.05,-6.58,-14,17.4
3.68000,-8.33,-6.62,-13.9,17.5
3.68000,-8.6,-6.64,-13.7,17.5
3.69000,-8.86,-6.64,-13.5,17.5
3.69000,-9.1,-6.6,-13.3,17.4
3.69000,-9.32,-6.56,-13,17.3
3.69000,-9.53,-6.5,-12.7,17.2
3.69000,-9.72,-6.45,-12.4,17
3.70000,-9.89,-6.38,-12,16.8
3.70000,-10,-6.31,-11.7,16.6
3.70000,-10.1,-6.23,-11.3,16.4
3.70000,-10.2,-6.17,-10.9,16.2
3.70000,-10.3,-6.12,-10.5,15.9
3.71000,-10.3,-6.11,-10,15.6
3.71000,-10.3,-6.14,-9.63,15.4
3.71000,-10.3,-6.21,-9.22,15.2
3.71000,-10.3,-6.34,-8.83,14.9
3.72000,-10.2,-6.5,-8.44,14.7
3.72000,-10.1,-6.72,-8.08,14.6
3.72000,-9.96,-6.96,-7.73,14.4
3.72000,-9.8,-7.23,-7.39,14.2
3.72000,-9.61,-7.52,-7.08,14.1
3.73000,-9.41,-7.8,-6.79,14
3.73000,-9.17,-8.06,-6.53,13.8
3.73000,-8.91,-8.29,-6.29,13.7
3.73000,-8.64,-8.46,-6.08,13.5
3.73000,-8.34,-8.58,-5.9,13.3
3.74000,-8.03,-8.63,-5.76,13.1
3.74000,-7.7,-8.61,-5.66,12.9
3.74000,-7.35,-8.55,-5.6,12.6
3.74000,-6.98,-8.43,-5.59,12.3
3.75000,-6.59,-8.26,-5.62,12
3.75000,-6.19,-8.06,-5.71,11.7
3.75000,-5.76,-7.83,-5.84,11.3
3.75000,-5.33,-7.57,-6.01,11
3.75000,-4.87,-7.28,-6.22,10.7
3.76000,-4.39,-6.98,-6.46,10.5
3.76000,-3.89,-6.66,-6.72,10.2
3.76000,-3.38,-6.34,-7.01,10
3.76000,-2.84,-6,-7.3,9.87
3.76000,-2.28,-5.65,-7.59,9.74
3.77000,-1.71,-5.3,-7.89,9.65
3.77000,-1.13,-4.94,-8.17,9.61
3.77000,-0.528,-4.58,-8.43,9.61
3.77000,0.0814,-4.23,-8.68,9.66
3.77000,0.696,-3.9,-8.91,9.75
3.78000,1.32,-3.6,-9.11,9.88
3.78000,1.94,-3.33,-9.29,10.1
3.78000,2.56,-3.11,-9.44,10.3
3.78000,3.18,-2.91,-9.58,10.5
3.79000,3.79,-2.76,-9.69,10.8
3.79000,4.39,-2.64,-9.79,11
3.79000,4.98,-2.56,-9.87,11.3
3.79000,5.56,-2.51,-9.94,11.7
3.79000,6.11,-2.49,-10,12
3.80000,6.65,-2.5,-10,12.3
3.80000,7.17,-2.52,-10.1,12.6
3.80000,7.67,-2.57,-10.1,13
3.80000,8.14,-2.62,-10.2,13.3
3.80000,8.59,-2.69,-10.2,13.6
3.81000,9.01,-2.76,-10.3,13.9
3.81000,9.41,-2.84,-10.3,14.3
3.81000,9.78,-2.92,-10.4,14.6
3.81000,10.1,-3.01,-10.5,14.9
3.82000,10.5,-3.1,-10.5,15.2
3.82000,10.8,-3.18,-10.6,15.4
3.82000,11,-3.26,-10.7,15.7
3.82000,11.3,-3.33,-10.8,16
3.82000,11.6,-3.38,-10.8,16.2
3.83000,11.8,-3.43,-10.9,16.4
3.83000,12,-3.47,-11,16.7
3.83000,12.2,-3.5,-11.1,16.9
3.83000,12.4,-3.53,-11.2,17.1
3.83000,12.6,-3.55,-11.4,17.3
3.84000,12.7,-3.57,-11.5,17.5
3.84000,12.9,-3.59,-11.6,17.7
3.84000,13,-3.61,-11.7,17.9
3.84000,13.1,-3.65,-11.9,18.1
3.84000,13.2,-3.68,-12,18.3
3.85000,13.3,-3.72,-12.1,18.4
3.85000,13.4,-3.76,-12.3,18.6
3.85000,13.5,-3.81,-12.4,18.8
3.85000,13.6,-3.88,-12.6,18.9
3.86000,13.6,-3.96,-12.7,19
3.86000,13.6,-4.04,-12.9,19.1
3.86000,13.6,-4.12,-13,19.2
3.86000,13.6,-4.19,-13.1,19.3
3.86000,13.5,-4.25,-13.2,19.4
3.87000,13.5,-4.29,-13.3,19.4
3.87000,13.4,-4.3,-13.4,19.4
3.87000,13.3,-4.28,-13.5,19.4
3.87000,13.2,-4.24,-13.5,19.4
3.87000,13.2,-4.17,-13.6,19.4
3.88000,13.1,-4.08,-13.6,19.3
3.88000,13,-3.97,-13.7,19.3
3.88000,13,-3.85,-13.7,19.3
3.88000,13,-3.72,-13.7,19.2
3.89000,13,-3.57,-13.7,19.2
3.89000,13,-3.41,-13.7,19.2
3.89000,13,-3.23,-13.6,19.1
3.89000,13.1,-3.04,-13.6,19.1
3.89000,13.1,-2.85,-13.5,19
3.90000,13.2,-2.66,-13.4,19
3.90000,13.3,-2.48,-13.3,18.9
3.90000,13.4,-2.31,-13.1,18.9
3.90000,13.5,-2.14,-13,18.9
3.90000,13.7,-1.99,-12.8,18.8
3.91000,13.8,-1.86,-12.6,18.8
3.91000,14,-1.74,-12.4,18.8
3.91000,14.1,-1.64,-12.3,18.8
3.91000,14.3,-1.55,-12.1,18.8
3.91000,14.5,-1.48,-11.9,18.8
3.92000,14.6,-1.42,-11.7,18.8
3.92000,14.8,-1.36,-11.5,18.8
3.92000,15,-1.3,-11.4,18.9
3.92000,15.2,-1.22,-11.2,18.9
3.93000,15.4,-1.14,-11,18.9
3.93000,15.5,-1.06,-10.8,19
3.93000,15.7,-0.967,-10.7,19
3.93000,15.9,-0.878,-10.5,19.1
3.93000,16.1,-0.778,-10.3,19.1
3.94000,16.2,-0.676,-10.1,19.1
